,dataset,ensemble,alpha,threshold,Labels,Time,n_clusters,real_n,accuracy,F1_score
436,aniso,Graph,0.7,0.1,"[3 3 0 3 1 0 3 1 1 0 0 0 3 0 0 3 0 3 3 0 3 0 1 0 0 0 3 0 0 3 0 3 3 0 0 0 0
 0 0 1 0 0 3 0 1 3 1 3 3 3 3 0 1 0 2 1 3 3 1 3 0 3 3 0 0 1 3 3 0 0 0 0 3 1
 3 0 3 3 0 3 1 0 3 0 3 3 3 3 3 0 1 0 1 1 1 0 1 0 0 0 0 3 3 3 3 1 3 0 0 0 0
 3 3 3 0 0 3 1 1 1 1 0 0 0 0 1 0 3 3 0 1 0 3 0 3 1 1 3 0 3 0 3 0 0 0 0 3 1
 0 0 3 0 1 1 3 0 1 1 3 3 0 1 0 0 3 3 1 0 3 0 0 3 0 3 3 1 1 1 3 0 1 0 3 0 0
 0 0 0 3 0 0 1 1 0 0 0 1 0 0 0 1 0 0 1 2 1 0 3 0 0 1 0 0 3 3 0 1 1 1 0 0 0
 1 3 0 0 0 0 3 0 3 0 0 1 1 3 3 1 1 0 0 3 0 1 3 1 3 3 3 0 0 1 0 3 0 0 0 3 1
 1 0 3 1 3 0 3 3 3 1 3 1 3 0 0 0 1 0 0 1 0 0 0 0 3 0 3 0 1 1 0 0 1 3 3 1 1
 0 3 1 1 0 0 1 3 1 3 0 3 3 1 0 0 1 0 1 0 3 1 3 0 0 3 3 1 0 1 0 3 1 3 1 3 0
 3 3 3 3 3 1 1 0 0 3 0 3 0 1 1 0 0 3 0 0 3 1 3 3 0 3 3 3 0 1 3 3 0 0 3 1 3
 0 3 0 3 1 3 0 3 0 0 0 0 3 0 3 1 1 3 0 0 0 1 1 0 3 0 1 3 2 0 3 0 3 0 3 0 0
 0 0 3 1 1 1 0 0 3 3 3 1 0 1 0 0 0 0 3 0 3 0 1 1 0 1 0 0 3 0 0 1 0 0 0 0 0
 0 1 2 0 3 0 1 3 1 1 1 3 0 3 1 0 0 3 3 1 1 0 3 1 3 3 0 1 3 1 0 3 3 3 3 1 0
 0 1 0 0 0 3 0 0 0 1 3 3 0 0 1 3 0 0 3]",0.6705515385,4,3,0.116,0.0828183002
437,blobs,GMM_MCA,0.7,0.1,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",24.1134769917,1,3,0.334,0.1669165417
438,blobs,GMM_Voting,0.7,0.1,"[0 1 1 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 1
 0 0 1 0 1 0 1 0 0 1 0 1 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1
 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 0 1 1
 1 0 1 0 1 0 1 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0
 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 1 1 0 1 1 0 0 1 0 0
 0 1 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0
 1 0 1 0 0 0 1 1 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 1 0
 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0
 1 0 0 0 1 0 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 0 0
 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1
 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 1 0
 1 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 1 1 0]",0.3915343285,2,3,0,0
439,blobs,GMM_Pair,0.7,0.1,"[3 1 1 3 3 3 1 3 1 0 0 3 3 3 3 3 3 3 3 3 1 3 1 0 3 3 3 3 1 0 3 3 3 1 3 3 0
 3 3 0 3 1 3 1 3 3 0 3 0 1 3 0 3 0 3 0 3 0 3 1 1 3 1 3 3 3 3 3 3 3 3 0 3 0
 3 3 3 3 3 3 3 1 1 1 0 3 3 3 3 3 3 0 1 3 3 3 3 3 0 0 3 3 3 0 3 1 3 1 3 0 0
 0 3 0 3 0 3 0 1 3 0 3 3 1 3 3 0 0 3 3 3 3 3 3 3 1 3 3 0 3 0 3 3 3 3 3 1 3
 3 1 3 3 3 3 3 1 3 3 0 0 0 3 3 3 3 3 0 0 3 3 3 3 0 3 3 3 3 1 1 3 0 3 3 3 3
 1 3 3 3 3 3 3 3 3 3 3 3 3 0 1 3 0 3 3 3 3 3 0 3 3 0 3 0 0 3 1 1 3 3 1 3 3
 3 1 3 3 3 3 3 3 3 1 3 1 0 0 3 1 3 0 3 3 3 3 3 3 3 0 1 0 3 3 3 3 0 0 1 3 3
 0 3 0 3 3 3 0 0 3 3 3 0 3 3 0 0 3 3 1 0 3 3 3 3 1 3 3 3 3 0 0 3 3 0 3 0 3
 3 3 3 3 0 0 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 1 0 3 0 3 0 3 0 3 3 1 3 3 3
 0 3 3 3 1 3 3 1 3 3 1 3 3 3 0 0 3 3 3 0 3 3 3 3 1 1 3 3 0 1 3 3 1 1 3 3 3
 0 3 3 0 3 3 0 0 0 3 3 3 3 3 3 3 3 0 0 3 1 3 3 3 0 3 1 0 3 3 3 3 3 3 1 3 3
 3 0 3 3 3 0 3 3 3 0 3 3 3 3 3 1 3 0 1 3 0 0 3 3 3 3 3 3 1 3 3 3 0 3 3 3 0
 3 3 3 1 3 3 3 3 3 3 3 1 3 3 3 1 1 1 3 0 3 3 3 3 3 3 1 3 0 0 1 0 3 3 3 0 3
 1 3 3 3 3 1 0 0 3 3 3 3 3 0 3 3 0 1 3]",0.0704779625,3,3,0.2,0.1872659176
440,blobs,MM,0.7,0.1,"[4 1 1 3 3 3 1 3 1 2 2 3 3 4 3 3 3 4 4 3 1 3 1 2 3 3 3 3 1 2 3 3 4 1 3 3 2
 3 3 2 3 1 3 1 3 3 2 3 2 1 3 2 3 2 4 2 3 2 3 1 1 3 1 3 3 4 3 3 3 3 3 2 3 2
 3 3 3 3 3 3 3 1 1 1 2 3 4 3 3 3 3 2 1 3 3 3 3 3 2 2 3 3 3 2 3 1 3 1 3 2 2
 2 3 2 3 2 3 2 1 3 2 3 3 1 3 3 2 2 3 3 3 4 3 3 3 1 4 3 2 4 2 3 3 3 4 3 1 3
 3 1 3 3 3 3 4 1 3 3 2 2 2 3 3 4 3 3 2 2 3 3 3 3 2 3 3 3 3 1 1 3 2 3 3 3 3
 1 4 3 3 3 3 3 3 3 4 3 3 3 2 1 3 2 4 3 3 3 3 2 3 3 2 3 2 2 3 1 1 4 4 1 3 4
 3 1 3 3 3 3 4 3 3 1 3 1 2 2 3 1 3 2 3 3 3 4 3 3 3 2 1 2 3 3 3 3 2 2 1 3 3
 2 3 2 3 4 3 2 2 4 4 3 2 3 3 2 2 3 3 1 2 3 3 3 3 1 3 3 4 3 2 2 4 3 2 4 2 3
 3 3 3 3 2 2 3 3 3 3 3 3 3 3 2 3 4 3 3 3 3 3 3 1 2 4 2 3 2 3 2 3 3 1 3 3 3
 2 3 3 3 1 3 3 1 4 4 1 3 3 3 2 2 3 3 3 2 3 3 3 3 1 1 3 3 2 1 3 3 1 1 3 3 3
 2 3 3 2 3 3 2 2 2 3 3 3 3 3 3 3 3 2 2 3 1 3 3 3 2 3 1 2 3 3 3 3 3 3 1 3 3
 4 2 3 3 3 2 3 3 3 2 3 3 3 3 3 1 3 2 1 3 2 2 4 3 3 3 3 3 1 4 3 3 2 3 3 3 2
 4 3 3 1 3 3 3 3 3 3 3 1 3 3 3 1 1 1 4 2 3 3 4 3 4 3 1 3 2 2 1 2 3 3 4 2 3
 1 3 4 3 3 1 2 2 4 3 3 4 3 2 3 3 2 1 3]",58.5035526752,4,3,0,0
441,blobs,Voting,0.7,0.1,"[0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1
 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1
 1 0 1 0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0
 1 0 1 0 0 0 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0
 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0
 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0]",0.002038002,2,3,0.134,0.0787771899
442,blobs,Graph,0.7,0.1,"[2 0 0 3 3 0 0 0 0 1 1 0 3 3 3 3 3 2 2 3 0 3 0 1 3 3 0 3 0 1 0 0 3 0 0 0 1
 3 0 1 3 0 0 0 0 0 1 3 1 0 0 1 3 1 2 1 0 1 0 0 0 3 0 0 0 3 0 3 3 0 0 1 0 1
 3 3 3 3 3 3 0 0 0 0 1 3 2 3 0 0 3 1 0 0 3 3 0 3 1 1 0 0 3 1 3 0 3 0 0 1 1
 1 0 1 0 1 3 1 0 0 1 3 3 0 0 0 1 1 3 3 0 2 3 0 0 0 3 3 1 2 1 0 0 3 3 0 0 0
 3 0 3 3 3 3 3 0 3 3 1 1 1 0 0 2 0 0 1 1 3 3 3 3 1 3 0 0 0 0 0 3 1 3 3 3 0
 0 3 0 3 3 3 0 3 3 3 0 0 3 1 0 0 1 2 0 0 0 0 1 0 0 1 3 1 1 3 0 0 2 3 0 3 2
 0 0 0 0 0 3 2 0 0 0 0 0 1 1 3 0 3 1 0 3 0 2 3 3 3 1 0 1 0 0 3 3 1 1 0 3 0
 1 0 1 3 2 0 1 1 3 3 3 1 3 0 1 1 0 0 0 1 3 3 3 3 0 3 0 2 0 1 1 2 3 1 2 1 3
 0 0 0 0 1 1 0 3 0 3 3 3 3 3 1 0 3 3 0 0 3 3 3 0 1 2 1 3 1 0 1 3 0 0 0 0 3
 1 0 0 3 0 0 0 0 3 3 0 0 0 0 1 1 3 0 3 1 0 3 3 0 0 0 3 0 1 0 3 3 0 0 3 0 0
 1 3 0 1 0 3 1 1 1 3 3 3 0 3 0 0 3 1 1 0 0 0 3 0 1 3 0 1 3 3 3 0 0 3 0 3 3
 2 1 0 0 0 1 3 3 3 1 3 3 0 3 0 0 0 1 0 3 1 1 2 3 0 3 0 3 0 2 0 3 1 0 0 0 1
 2 0 3 0 0 0 3 3 3 0 0 0 0 0 0 0 0 0 3 1 3 3 3 0 2 3 0 0 1 1 0 1 0 0 2 1 3
 0 3 2 0 0 0 1 1 3 0 3 2 3 1 3 3 1 0 3]",0.5021646023,4,3,0.186,0.156804078
443,noisy_circles,GMM_MCA,0.7,0.25,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",22.6843593121,1,2,0.5,0.3333333333
444,noisy_circles,GMM_Voting,0.7,0.25,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
 1 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1
 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1
 0 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1
 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1
 0 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1
 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1
 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 0 1 1
 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1]",0.5059518814,2,2,0.36,0.2647058824
445,noisy_circles,GMM_Pair,0.7,0.25,"[1 0 1 1 1 1 1 1 1 0 1 0 0 1 1 0 0 1 0 0 1 1 1 1 1 0 1 0 0 1 0 1 1 0 0 0 1
 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1
 0 1 1 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 0 0
 0 0 1 1 0 0 1 1 0 1 1 0 1 0 1 1 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0 0 0
 0 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0
 1 1 0 1 0 1 1 1 1 0 0 0 1 1 0 0 1 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 1 1 1
 0 1 0 0 1 0 1 0 0 1 1 1 0 1 0 1 1 0 0 1 1 0 0 1 0 1 0 1 0 0 1 0 0 1 0 0 0
 0 0 0 1 1 1 0 0 1 1 1 1 0 1 0 1 1 0 0 1 0 0 0 1 0 1 1 0 0 0 1 1 1 0 1 1 1
 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1 1 1
 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1
 1 1 1 0 0 1 1 1 0 0 1 0 0 1 1 0 0 1 1 1 1 1 1 0 0 1 0 0 1 1 0 1 0 1 1 0 1
 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 1 0 1 1 1 0 0 0 1 1 0 1 1 1 1
 1 0 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 1 0 0 0 1 0 1 0 0 1
 1 0 1 0 1 1 1 0 0 0 0 0 1 0 1 1 0 1 1]",0.279709816,2,2,0.488,0.4879918079
446,noisy_circles,MM,0.7,0.25,"[2 2 1 1 2 2 2 1 1 1 2 1 1 1 2 1 2 2 1 1 2 2 2 2 1 2 1 2 1 1 1 2 1 2 2 1 2
 1 2 2 2 2 2 1 2 2 2 2 2 1 1 1 1 2 2 1 2 2 1 2 2 1 2 2 2 2 2 2 2 1 2 2 1 1
 1 2 2 2 2 1 2 1 1 2 1 1 2 2 2 2 2 2 2 1 2 1 1 1 1 1 1 2 2 1 2 1 2 1 1 1 2
 2 2 2 2 1 2 1 1 2 2 1 1 2 1 2 2 2 1 1 2 1 2 1 2 2 2 2 2 1 1 1 1 2 1 2 1 1
 1 1 1 1 2 1 2 2 1 1 1 2 1 2 2 2 2 2 1 1 2 2 1 1 2 1 1 1 1 1 1 1 2 2 2 1 2
 2 1 1 1 2 1 1 2 2 1 2 1 2 1 2 2 2 2 1 1 2 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1
 2 1 2 1 2 2 2 2 2 1 2 2 2 1 1 2 2 1 1 1 1 1 2 2 1 2 2 2 2 2 1 1 2 2 2 2 2
 1 2 2 1 2 1 1 2 1 1 2 2 1 2 1 2 1 1 2 1 1 1 1 2 1 1 1 1 2 2 1 1 2 2 1 2 2
 2 1 2 2 1 1 1 2 2 1 2 1 2 1 1 2 2 1 1 2 1 1 1 1 1 1 2 1 1 2 2 2 1 1 1 2 2
 2 2 1 1 1 2 1 2 1 2 1 1 2 1 1 2 1 2 1 1 1 2 2 2 1 1 1 1 1 1 1 2 2 1 2 1 1
 1 1 2 2 2 1 2 1 2 2 1 1 1 2 2 1 2 1 1 2 2 2 2 2 2 2 1 1 2 2 1 1 2 1 2 1 1
 1 2 2 2 1 1 1 2 1 2 2 2 1 1 2 2 1 1 2 2 1 2 1 1 1 1 2 2 1 2 2 1 1 1 2 1 2
 1 2 2 2 1 1 2 1 2 1 2 1 2 2 1 2 1 2 2 1 2 1 1 2 1 1 1 1 2 2 1 2 2 2 2 2 2
 2 1 2 2 1 1 2 1 1 2 2 1 1 2 2 1 2 1 1]",88.9867763519,2,2,0,0
447,noisy_circles,Voting,0.7,0.25,"[0 0 1 1 0 0 0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 1 0
 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 1 1 1 0 0 1 0 1 0 1 1 1 0
 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 1 1 0 1 0 1 1
 1 1 1 1 0 1 0 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0 1 1 0 1 0 0 0 1 1 1 0 0 0 1 0
 0 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 1 0 1 1 0 1 1 1 1 1 1
 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 1 0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 1 1 0 1 0 1 1 1 1 0 0 1 1 0 0 1 0 0
 0 1 0 0 1 1 1 0 0 1 0 1 0 0 1 0 0 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 1 1 1 0 0
 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 1 1
 1 1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1
 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 1 1 1 1 0 0 1 0 0 1 1 1 0 1 0
 1 0 0 0 1 1 0 1 0 1 0 1 0 0 1 0 1 0 0 1 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 1 1]",0.0123074055,2,2,0.128,0.1134751773
448,noisy_circles,Graph,0.7,0.25,"[0 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 1 0 1 1 0 0 1 0 1 0 1 1 0 0 1 0 1 1 0 1
 0 1 1 1 1 1 0 1 1 1 1 1 0 1 0 0 1 1 0 1 0 0 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0
 0 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 1
 1 1 1 1 1 1 0 0 1 1 0 1 1 1 0 1 1 0 0 1 0 1 0 1 1 1 1 1 0 1 0 0 1 0 1 0 0
 0 0 0 0 0 0 1 1 0 0 0 1 0 1 1 1 1 1 0 0 1 1 0 0 1 0 0 1 0 0 0 0 1 1 1 0 1
 1 0 0 0 1 0 0 1 1 0 1 1 1 0 1 1 1 1 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0
 1 0 1 0 1 1 1 1 1 0 0 1 1 0 0 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1
 1 1 1 0 1 0 0 1 0 0 1 1 1 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 1 1
 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 1 0 1 1 0 0 1 1 1 0 0 0 1 1
 1 1 1 0 0 1 0 1 0 1 0 0 1 0 0 1 1 1 0 0 1 1 1 1 0 0 1 1 1 0 1 1 1 0 1 0 0
 0 0 0 1 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0 0
 1 1 1 0 1 1 0 1 0 1 1 1 0 0 1 1 0 1 1 1 0 1 0 0 0 0 0 1 0 1 1 0 0 0 1 0 1
 0 1 1 1 0 0 1 0 1 0 1 0 1 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1
 1 1 1 1 0 0 1 1 0 1 1 0 0 1 1 0 1 0 0]",0.6125845909,2,2,0.874,0.8737773432
449,noisy_moons,0,0.7,0.25,0,0.6125845909,0,2,0,0
